"OTU","kingdom","phylum","class","order","family","genus","species","n","score","SH_species","SH_gb_acc","SH_sh_acc","SH_type","identity","coverage","trophicMode","guild"
"ITSall_OTUj_64","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,11,1,"Cladophialophora_sp","UDB0359366","SH1648681.08FU","reps",0.858895705521472,0.94478527607362,NA,NA
"ITSall_OTUj_4701","Fungi","Basidiomycota",NA,NA,NA,NA,NA,3,0.6,"Corticiales_sp","AM113462","SH1238072.08FU","reps_singleton",0.763265306122449,0.918367346938776,NA,NA
"ITSall_OTUj_11937","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,1,1,"Leotiomycetes_sp","UDB052712","SH2721720.08FU","reps",0.904109589041096,0.993150684931507,NA,NA
"ITSall_OTUb_4158","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,8,1,"Eurotiomycetes_sp","HM239839","SH1515414.08FU","reps",0.649425287356322,0.764367816091954,NA,NA
"ITSall_OTUj_5459","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,17,1,"Penicillium_citreonigrum","AF033456","SH1692784.08FU","refs",0.974358974358974,1,NA,NA
"ITSall_OTUj_2176","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,30,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.90625,0.99375,NA,NA
"ITSall_OTUj_627","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,15,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.856287425149701,0.964071856287425,NA,NA
"ITSall_OTUj_1367","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,5,1,"Chaetothyriales_sp","UDB0152866","SH2728840.08FU","reps",0.738853503184713,0.936305732484076,NA,NA
"ITSall_OTUm_3491","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,33,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.944099378881988,0.993788819875776,NA,NA
"ITSall_OTUj_2654","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,3,1,"Leotiomycetes_sp","UDB052712","SH2721720.08FU","reps",0.905405405405405,0.986486486486487,NA,NA
"ITSall_OTUj_450","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,3,1,"Mycosphaerellaceae_sp","EU489903","SH1182705.08FU","reps_singleton",0.768211920529801,0.900662251655629,NA,NA
"ITSall_OTUj_77","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,18,1,"Phoma_sp","UDB0769713","SH1565456.08FU","reps",0.862745098039216,0.96078431372549,NA,NA
"ITSall_OTUj_7828","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,12,1,"Dothideomycetes_sp","EU113202","SH1521454.08FU","reps",0.937931034482759,0.972413793103448,NA,NA
"ITSall_OTUj_4963","Fungi","Basidiomycota",NA,NA,NA,NA,NA,1,1,"Spencerozyma_sp","LC315095","SH1239409.08FU","reps_singleton",0.678733031674208,0.782805429864253,NA,NA
"ITSall_OTUe_5838","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,48,0.96,"Sordariales_sp","UDB0229360","SH2732990.08FU","reps",0.927152317880795,0.993377483443709,NA,NA
"ITSall_OTUj_1814","Fungi","Ascomycota",NA,NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.746987951807229,0.849397590361446,NA,NA
"ITSall_OTUj_11767","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA,1,1,"Eurotiales_sp","UDB0756294","SH1564665.08FU","reps",0.909638554216867,0.975903614457831,NA,NA
"ITSall_OTUj_1192","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,4,1,"Devriesia_staurophora","LR736048","SH3594608.08FU","reps",0.804054054054054,0.939189189189189,NA,NA
"ITSall_OTUj_3912","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,4,0.666666666666667,"Leotiomycetes_sp","HM208717","SH1509554.08FU","reps",0.645390070921986,0.75177304964539,NA,NA
"ITSall_OTUd_2461","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,2,1,"Fungi_sp","UDB0701011","SH2748967.08FU","reps",0.973154362416107,0.986577181208054,NA,NA
"ITSall_OTUm_4244","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,10,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.831325301204819,0.94578313253012,NA,NA
"ITSall_OTUj_283","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.77710843373494,0.951807228915663,NA,NA
"ITSall_OTUj_1093","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,19,1,"Hyaloscyphaceae_sp","JX317129","SH1522928.08FU","refs",0.945205479452055,1,NA,NA
"ITSall_OTUj_631","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,2,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.752941176470588,0.888235294117647,NA,NA
"ITSall_OTUm_3087","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.760233918128655,0.91812865497076,NA,NA
"ITSall_OTUj_3975","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.790419161676647,0.964071856287425,NA,NA
"ITSall_OTUa_6482","Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis",NA,NA,1,1,"Lembosiniella_eucalyptorum","MN161918","SH2595259.08FU","reps_singleton",0.918604651162791,1,NA,NA
"ITSall_OTUj_6891","Fungi","Mortierellomycota","Mortierellomycetes",NA,NA,NA,NA,1,1,"Mortierella_sp","HQ607904","SH1180653.08FU","reps_singleton",0.686192468619247,0.794979079497908,NA,NA
"ITSall_OTUb_8215","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis",NA,NA,8,0.888888888888889,"Phialemoniopsis_cornearis","HE599284","SH1541594.08FU","refs",0.941176470588235,1,NA,NA
"ITSall_OTUa_5973","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Austroafricana","Austroafricana_associata",1,1,"Austroafricana_associata","EU707858","SH1645394.08FU","reps",0.986577181208054,1,NA,NA
"ITSall_OTUj_11745","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.778443113772455,0.934131736526946,NA,NA
"ITSall_OTUd_8640","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,16,1,"Neocrinula_lambertiae","MG386049","SH1145593.08FU","refs_singleton",0.858156028368794,1,NA,NA
"ITSall_OTUj_574","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,1,1,"Xylariales_sp","UDB0766643","SH1570573.08FU","reps",0.993333333333333,1,NA,NA
"ITSall_OTUe_834","Fungi","Mucoromycota",NA,NA,NA,NA,NA,5,1,"Absidia_glauca","LC388695","SH1181356.08FU","reps_singleton",0.692307692307692,0.805128205128205,NA,NA
"ITSall_OTUj_1908","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,3,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.785714285714286,0.946428571428571,NA,NA
"ITSall_OTUj_13625","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,32,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.919254658385093,0.993788819875776,NA,NA
"ITSall_OTUj_10466","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,9,0.692307692307692,"Unguicularia_carestiana","MH860143","SH2592093.08FU","reps_singleton",0.762237762237762,0.902097902097902,NA,NA
"ITSall_OTUj_18820","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.797619047619048,0.94047619047619,NA,NA
"ITSall_OTUm_5335","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,3,1,"Chaetothyriales_sp","HQ634652","SH1549144.08FU","reps",0.888888888888889,0.95679012345679,NA,NA
"ITSall_OTUj_8359","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA,1,1,"Sistotrema_sp","GU328569","SH1529549.08FU","reps",0.831818181818182,0.886363636363636,NA,NA
"ITSall_OTUj_8901","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae",NA,NA,1,1,"Sympoventuria_capensis","DQ885906","SH1514002.08FU","refs",0.896774193548387,1,NA,NA
"ITSall_OTUa_3499","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae",NA,NA,49,1,"Akanthomyces_muscarius","AJ292388","SH1685988.08FU","refs",1,1,NA,NA
"ITSall_OTUb_3448","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,1,1,"Rotiferophthora_angustispora","AJ292412","SH1245306.08FU","reps_singleton",0.8068669527897,0.888412017167382,NA,NA
"ITSall_OTUj_4699","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA,1,1,"Eurotiales_sp","AB986366","SH1564669.08FU","reps",0.928994082840237,0.976331360946746,NA,NA
"ITSall_OTUj_966","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,3,1,"Helotiales_sp","KC222813","SH1172238.08FU","reps_singleton",0.846153846153846,0.986013986013986,NA,NA
"ITSall_OTUa_8523","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae",NA,NA,6,0.857142857142857,"Tylosporaceae_sp","HM545742","SH1648323.08FU","reps",1,1,NA,NA
"ITSall_OTUj_27997","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,38,0.808510638297872,"Helotiales_sp","KC222813","SH1172238.08FU","reps_singleton",0.853146853146853,0.986013986013986,NA,NA
"ITSall_OTUj_4703","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,10,0.769230769230769,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.866336633663366,0.910891089108911,NA,NA
"ITSall_OTUa_6207","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,8,1,"Fungi_sp","KU141295","SH1245603.08FU","reps_singleton",0.989247311827957,1,NA,NA
"ITSall_OTUa_2773","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Udeniomyces","Udeniomyces_pyricola",1,1,"Udeniomyces_pyricola","AF444402","SH1560792.08FU","refs",0.995744680851064,1,NA,NA
"ITSall_OTUe_7963","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Hyphodermataceae","Hyphoderma",NA,1,1,"Hyphoderma_nudicephalum","AJ534269","SH1540198.08FU","reps",0.954314720812183,1,NA,NA
"ITSall_OTUj_6230","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,7,0.777777777777778,"Chaetothyriales_sp","UDB068726","SH1565774.08FU","reps",0.745664739884393,0.901734104046243,NA,NA
"ITSall_OTUd_6084","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,8,0.888888888888889,"Hyaloscyphaceae_sp","UDB0348255","SH1506149.08FU","reps",0.897058823529412,0.955882352941177,NA,NA
"ITSall_OTUa_3733","Fungi","Ascomycota","Sordariomycetes","Sordariales","Helminthosphaeriaceae",NA,NA,3,1,"Spadicoides_bina","UDB0577771","SH1507946.08FU","reps",0.924324324324324,0.940540540540541,NA,NA
"ITSall_OTUm_9939","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,34,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.9125,1,NA,NA
"ITSall_OTUb_8752","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,1,1,"Dothideomycetes_sp","UDB088788","SH2725282.08FU","reps",0.970443349753695,1,NA,NA
"ITSall_OTUd_3850","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,27,1,"Fungi_sp","UDB0701011","SH2748967.08FU","reps",0.917808219178082,0.965753424657534,NA,NA
"ITSall_OTUj_591","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,2,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.775147928994083,0.93491124260355,NA,NA
"ITSall_OTUa_7667","Fungi","Basidiomycota","Agaricomycetes","Trechisporales",NA,NA,NA,3,1,"Sistotremastrum_suecicum","KP889423","SH1565628.08FU","reps",0.893854748603352,0.994413407821229,NA,NA
"ITSall_OTUj_4981","Fungi","Basidiomycota","Agaricomycetes","Gomphales",NA,NA,NA,1,1,"Ramaria_conjunctipes","UDB024973","SH1636161.08FU","reps",0.685840707964602,0.747787610619469,NA,NA
"ITSall_OTUj_5637","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,2,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.825301204819277,0.963855421686747,NA,NA
"ITSall_OTUn_6613","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA,1,1,"Phellodon_sp","GQ890468","SH1233727.08FU","reps_singleton",0.862944162436548,0.974619289340102,NA,NA
"ITSall_OTUj_2725","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,4,1,"Chaetothyriales_sp","LC440258","SH3565619.08FU","reps_singleton",0.751381215469613,0.828729281767956,NA,NA
"ITSall_OTUm_10404","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,41,0.931818181818182,"Talaromyces_purpureus","UDB0754776","SH1516194.08FU","reps",0.975,1,NA,NA
"ITSall_OTUj_4422","Fungi","Ascomycota",NA,NA,NA,NA,NA,1,1,"Dothideomycetes_sp","UDB0316944","SH2731027.08FU","reps",0.716312056737589,0.914893617021277,NA,NA
"ITSall_OTUj_20600","Fungi","Basidiomycota","Agaricomycetes","Boletales",NA,NA,NA,3,1,"Scleroderma_sp","KY697607","SH1525917.08FU","reps",0.819742489270386,0.841201716738197,NA,NA
"ITSall_OTUn_12178","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,8,0.8,"GS23_sp","UDB014792","SH1555939.08FU","reps",0.930693069306931,0.985148514851485,NA,NA
"ITSall_OTUj_2362","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,2,1,"Agaricales_sp","UDB0287540","SH3329697.08FU","reps",0.902777777777778,0.990740740740741,NA,NA
"ITSall_OTUa_8941","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida",NA,5,0.625,"Candida_santamariae","EU343850","SH1516580.08FU","refs",0.978494623655914,1,NA,NA
"ITSall_OTUj_2572","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae",NA,NA,2,1,"Fungi_sp","MH019863","SH1172137.08FU","reps_singleton",0.946902654867257,0.991150442477876,NA,NA
"ITSall_OTUa_9212","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA,30,0.967741935483871,"Phlebia_radiata","UDB0336823","SH1573696.08FU","reps",0.839024390243902,0.931707317073171,NA,NA
"ITSall_OTUj_13540","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,20,0.952380952380952,"Helotiales_sp","UDB0311297","SH2736514.08FU","reps",0.892857142857143,0.942857142857143,NA,NA
"ITSall_OTUa_7660","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,NA,13,1,"Russula_sp","MN130081","SH3591340.08FU","reps",0.935897435897436,0.982905982905983,NA,NA
"ITSall_OTUa_2635","Fungi","Basidiomycota","Classiculomycetes","Classiculales",NA,NA,NA,1,1,"Basidiomycota_sp","UDB0691746","SH2748683.08FU","reps",0.869955156950673,0.986547085201794,NA,NA
"ITSall_OTUa_2180","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon_moniliiforme",1,1,"Cutaneotrichosporon_moniliiforme","AF444415","SH1616872.08FU","refs",1,1,NA,NA
"ITSall_OTUa_4283","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA,3,0.6,"Colacogloea_philyla","AF444506","SH1522427.08FU","refs",0.843220338983051,0.957627118644068,NA,NA
"ITSall_OTUb_4981","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,1,1,"Recurvomyces_sp","LT798821","SH1150226.08FU","reps_singleton",0.928571428571429,0.967532467532468,NA,NA
"ITSall_OTUa_6703","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,27,1,"Xylodon_sp","MH930235","SH2594245.08FU","reps_singleton",0.894472361809045,0.969849246231156,NA,NA
"ITSall_OTUn_7900","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Microsporomycetaceae",NA,NA,3,1,"Microsporomycetaceae_sp","MK491252","SH2711665.08FU","reps",0.99,1,NA,NA
"ITSall_OTUj_5580","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,1,1,"Pleosporales_sp","UDB0330292","SH2725329.08FU","reps",0.974358974358974,0.993589743589744,NA,NA
"ITSall_OTUa_5718","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Parasarocladium","Parasarocladium_radiatum",1,1,"Parasarocladium_radiatum","MH858125","SH1557818.08FU","refs",0.98876404494382,0.99438202247191,NA,NA
"ITSall_OTUj_1719","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA,14,1,"Mortierella_sp","KC884372","SH1629836.08FU","reps",0.844621513944223,0.864541832669323,NA,NA
"ITSall_OTUd_802","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,16,1,"Fungi_sp","UDB0701011","SH2748967.08FU","reps",0.945578231292517,0.993197278911565,NA,NA
"ITSall_OTUa_5745","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Bulleromyces","Bulleromyces_albus",1,1,"Bulleromyces_albus","AF444662","SH1574527.08FU","refs",0.99438202247191,1,NA,NA
"ITSall_OTUk_5436","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,1,1,"Dothideomycetes_sp","UDB088788","SH2725282.08FU","reps",0.95959595959596,1,NA,NA
"ITSall_OTUa_5081","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae",NA,NA,2,0.666666666666667,"Tremellaceae_sp","KM624601","SH2589470.08FU","reps_singleton",0.957317073170732,0.98780487804878,NA,NA
"ITSall_OTUj_8904","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales",NA,NA,NA,5,0.625,"Herpotrichiellaceae_sp","GQ999317","SH1191366.08FU","reps_singleton",0.835526315789474,0.993421052631579,NA,NA
"ITSall_OTUd_432","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA,1,1,"Orbiliales_sp","MF976568","SH1172051.08FU","reps_singleton",0.963730569948187,0.984455958549223,NA,NA
"ITSall_OTUj_3995","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA,18,1,"Conoplea_fusca","EU552114","SH1229677.08FU","reps_singleton",0.939759036144578,0.981927710843373,NA,NA
"ITSall_OTUm_7206","Fungi","Mucoromycota","Endogonomycetes",NA,NA,NA,NA,17,0.894736842105263,"GS22_sp","UDB068568","SH2721538.08FU","reps",0.858778625954199,0.927480916030534,NA,NA
"ITSall_OTUn_12181","Fungi","Mucoromycota","Endogonomycetes",NA,NA,NA,NA,15,0.882352941176471,"GS22_sp","UDB0665984","SH2721791.08FU","reps",0.868852459016393,0.967213114754098,NA,NA
"ITSall_OTUj_17940","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,5,0.833333333333333,"Marthamyces_dracophylli","MH682228","SH1241540.08FU","reps_singleton",0.732394366197183,0.894366197183099,NA,NA
"ITSall_OTUj_48","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales",NA,NA,NA,1,1,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.925,0.99,NA,NA
"ITSall_OTUj_1121","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,9,0.818181818181818,"GS23_sp","UDB014793","SH1555938.08FU","reps",0.975,0.99,NA,NA
"ITSall_OTUj_15276","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,8,0.888888888888889,"Helotiales_sp","UDB0765675","SH2598738.08FU","reps_singleton",0.846153846153846,0.937062937062937,NA,NA
"ITSall_OTUj_2979","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,10,0.769230769230769,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.865,0.92,NA,NA
"ITSall_OTUj_2901","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,10,0.769230769230769,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.875621890547264,0.935323383084577,NA,NA
"ITSall_OTUn_1576","Fungi","Chytridiomycota",NA,NA,NA,NA,NA,4,0.666666666666667,"Chytridiomycota_sp","UDB0757365","SH2714284.08FU","reps",0.936893203883495,0.985436893203884,NA,NA
"ITSall_OTUa_3464","Fungi","Basidiomycota","Dacrymycetes",NA,NA,NA,NA,1,1,"Dacrymycetes_sp","LC004007","SH1156442.08FU","reps_singleton",0.756218905472637,0.845771144278607,NA,NA
"ITSall_OTUj_9572","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,9,0.818181818181818,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.846153846153846,0.947115384615385,NA,NA
"ITSall_OTUj_13596","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae",NA,NA,2,0.666666666666667,"Sebacinaceae_sp","HQ154261","SH1556140.08FU","reps",0.950980392156863,1,NA,NA
"ITSall_OTUd_1452","Fungi","Ascomycota",NA,NA,NA,NA,NA,2,0.666666666666667,"Botryosphaeriales_sp","KM216352","SH2589477.08FU","reps_singleton",0.786206896551724,0.958620689655172,NA,NA
"ITSall_OTUn_6611","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,5,1,"Herpotrichiellaceae_sp","UDB0758162","SH1529742.08FU","reps",0.834254143646409,0.911602209944751,NA,NA
"ITSall_OTUj_27838","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,10,0.769230769230769,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.944162436548223,0.99492385786802,NA,NA
"ITSall_OTUj_2919","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,10,0.769230769230769,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.862068965517241,0.960591133004926,NA,NA
"ITSall_OTUa_1699","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,3,0.75,"Helotiales_sp","UDB0138351","SH1555297.08FU","reps",0.836477987421384,0.949685534591195,NA,NA
"ITSall_OTUj_17935","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,10,0.769230769230769,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.879396984924623,0.924623115577889,NA,NA
"ITSall_OTUd_6590","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Microsporomycetaceae",NA,NA,2,1,"Cystobasidiomycetes_sp","MN654852","SH3593265.08FU","reps",0.95475113122172,0.981900452488688,NA,NA
"ITSall_OTUc_203","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,17,1,"Teichospora_nephelii","KY173469","SH1177624.08FU","refs_singleton",0.813793103448276,0.896551724137931,NA,NA
"ITSall_OTUd_3347","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,1,1,"Catenulostroma_protearum","GU214627","SH1521491.08FU","reps",0.888157894736842,0.934210526315789,NA,NA
"ITSall_OTUj_5194","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,3,1,"Capnodiales_sp","KC222791","SH1152179.08FU","reps_singleton",0.941558441558442,0.987012987012987,NA,NA
"ITSall_OTUn_12182","Fungi","Chytridiomycota",NA,NA,NA,NA,NA,8,0.8,"Rhizophydiales_sp","UDB0379774","SH3329478.08FU","reps",0.836363636363636,0.877272727272727,NA,NA
"ITSall_OTUa_2585","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Neophysalospora","Neophysalospora_eucalypti",1,1,"Neophysalospora_eucalypti","KP004462","SH1563688.08FU","refs",1,1,NA,NA
"ITSall_OTUk_8368","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,18,1,"Helotiales_sp","DQ914726","SH1564488.08FU","reps",0.937931034482759,1,NA,NA
